,bullfrog,bullfrog_vals,bullfrog_grad_cosine,albatross,albatross_vals,albatross_grad_cosine,orangutan,orangutan_vals,orangutan_grad_cosine,goose,goose_vals,goose_grad_cosine,vizsla,vizsla_vals,vizsla_grad_cosine,ice cream,ice cream_vals,ice cream_grad_cosine,rule,rule_vals,rule_grad_cosine,capuchin,capuchin_vals,capuchin_grad_cosine,cicada,cicada_vals,cicada_grad_cosine,bucket,bucket_vals,bucket_grad_cosine,cellular telephone,cellular telephone_vals,cellular telephone_grad_cosine,spoonbill,spoonbill_vals,spoonbill_grad_cosine,lawn mower,lawn mower_vals,lawn mower_grad_cosine,drum,drum_vals,drum_grad_cosine,coho,coho_vals,coho_grad_cosine,punching bag,punching bag_vals,punching bag_grad_cosine
49,mudflat,0.07725414,0.06403262,long beak,0.08687027,0.07782347,netting,0.09492428,0.080348484,deer,0.103623345,0.092809275,reed,0.09497235,0.08266476,avocado-based,0.15664805,0.11920038,fishing compass,0.1439576,0.11700624,portafilter,0.09652363,0.082765296,leafy diet,0.1348398,0.10392289,fishing basket,0.19147414,0.13576183,crab ring,0.1317721,0.09446577,chick,0.13352685,0.11005261,tool set,0.17931771,0.13399526,non-stick surface,0.1504355,0.103343695,fishing shirt,0.12906529,0.094753355,lamp,0.14088237,0.09854816
50,scaly,0.07722543,0.06400883,nesting area,0.08657417,0.077558205,bed organizer,0.09492178,0.080346376,long beak,0.10308302,0.09232533,cane,0.094844475,0.08255345,sugar container,0.15536018,0.11822039,golf scorecard,0.14341079,0.1165618,silverware,0.09609219,0.08239536,smoked fish,0.13209055,0.101804,fruit stand,0.19020854,0.13486445,savory dish,0.13119492,0.094052,breadcrumbs,0.13334104,0.109899476,military equipment,0.1792522,0.1339463,hungarian dish,0.14920041,0.10249521,bench,0.12793422,0.09392299,punching surface,0.1405613,0.098323576
51,fishing myth,0.07644627,0.063363016,parrot,0.086348206,0.07735577,quran,0.09452976,0.08001455,forewings,0.100606374,0.09010716,arils,0.09466224,0.08239482,latte art,0.15519664,0.118095964,wiper blades,0.14294446,0.11618278,wicket,0.09579393,0.08213961,flies,0.13025105,0.10038628,beach ball,0.18896574,0.13398325,fishing gps,0.13114315,0.09401487,shell collection,0.13290663,0.10954143,automotive,0.17801072,0.1330186,diaper pail,0.14886712,0.10226625,room,0.12768844,0.09374256,porch,0.13915642,0.097340845
52,vine,0.07522639,0.062351912,garlic,0.08496063,0.07611272,horse chestnut,0.09429018,0.07981175,coyote,0.09934701,0.088979214,bacon,0.09450459,0.0822576,mashed,0.15470415,0.117721185,cutting deck,0.14212403,0.11551595,grooming brush,0.095755786,0.0821069,cutting board,0.1297,0.09996159,wooden bowl,0.1879843,0.1332874,case,0.13010992,0.093274154,sandwich,0.13271232,0.10938127,equipment,0.17655388,0.13192998,wrist,0.14852667,0.10203237,taproom,0.12701884,0.09325096,missile,0.13873075,0.0970431
53,terrestrial region,0.07492934,0.062105708,corvid,0.08428122,0.07550405,rosin,0.09403488,0.07959565,grouse,0.09506592,0.0851449,sausage,0.094274454,0.0820573,groom's cake,0.15227497,0.11587271,number decals,0.14207046,0.115472406,mangrove tree,0.095748276,0.08210045,candy dish,0.12840009,0.0989597,mug,0.18794924,0.13326253,scanner,0.1298317,0.093074724,mexican cuisine,0.13032377,0.10741265,wheelchair,0.17648332,0.13187727,soup,0.14841014,0.10195233,enclosed space,0.12641281,0.09280604,weights,0.13814567,0.09663383
54,droopy,0.07454806,0.061789684,birdseed,0.08276926,0.07414955,washcloth,0.09391334,0.07949276,pond,0.0934732,0.08371839,goal,0.09385685,0.08169381,cocktail,0.15167087,0.11541303,sharpener,0.14050803,0.1142025,corvid,0.09516534,0.08160063,crab ring,0.12778361,0.09848458,bilge pump,0.18785898,0.13319856,customers,0.12968832,0.092971936,ducklings,0.12910764,0.10641031,kettle,0.17646024,0.13185999,crab pot,0.14817595,0.10179145,reading area,0.125682,0.09226952,personal trainer,0.13785498,0.09643049
55,dragonfly darter,0.07359939,0.061003353,cetacean,0.08177389,0.07325783,credit card,0.093650505,0.0792703,extinct animal,0.09273824,0.08306013,cash,0.09371076,0.081566654,chinese cuisine,0.15014392,0.114251114,knitting needles,0.13988745,0.113698095,barbell,0.094916046,0.081386864,pedipalps,0.1274845,0.09825406,china vases,0.18677104,0.13242716,calculator,0.12947893,0.09282181,duck,0.1290288,0.10634534,motor,0.17344323,0.12960555,crab gauge,0.14609775,0.100363806,pew,0.12504652,0.09180297,doghouse,0.13773099,0.09634374
56,lakes,0.073514104,0.060932677,birdwatcher,0.079675265,0.07137777,bag,0.09229356,0.07812172,mudflats,0.0924481,0.08280027,pistil,0.093239404,0.08115637,coffee,0.14826031,0.11281777,sewing kit,0.13987586,0.11368868,fiesta,0.09487308,0.081350006,bug,0.12686616,0.097777486,cooking oil,0.1861091,0.1319578,menu,0.1294221,0.0927811,migratory bird,0.12886462,0.106210016,dish rack,0.17343703,0.1296009,cylindrical,0.14529942,0.09981538,classroom,0.12481025,0.09162951,helium,0.13769926,0.09632156
57,ecosystem,0.07348736,0.06091051,majestic,0.07832697,0.07016988,reticule,0.090574875,0.076666944,rookery,0.09192851,0.0823349,caramel,0.0928296,0.08079969,three-dimensional,0.14781067,0.11247564,publishing accessory,0.13951793,0.11339776,pontil,0.0933138,0.08001299,flytrap,0.12685873,0.09777176,jug,0.18499374,0.131167,hold,0.1291359,0.092575915,bird's nest,0.12739524,0.10499895,fuel valve,0.17310321,0.12935147,underarm,0.14485689,0.09951137,leisure,0.121947855,0.089528084,beach ball,0.13711491,0.0959128
58,princess/prince,0.07117562,0.05899441,wildlife,0.077634014,0.06954909,bundles,0.09033392,0.076462984,hen,0.091123246,0.08161368,firm,0.09253867,0.080546446,slice,0.14777009,0.112444766,stylus,0.13893892,0.11292715,pulley,0.0928819,0.07964265,breakfast food,0.12626638,0.09731524,basket,0.1831689,0.1298731,screen,0.12908974,0.092542805,eggs,0.12631442,0.104108125,forks,0.17274788,0.12908593,pan,0.14368677,0.09870754,pulpit,0.121579185,0.089257434,pestle,0.13618246,0.09526053
59,stream,0.07063321,0.05854483,featherless head,0.07741104,0.06934935,grid,0.09027304,0.076411456,wild dogs,0.09107515,0.081570596,trotters,0.09232565,0.080361046,flavored,0.14674124,0.11166185,tachometer,0.13822314,0.11234536,bird's nest,0.092617825,0.07941623,dessert,0.12605688,0.09715377,tea caddy,0.18310642,0.12982881,touch-sensitive,0.12902851,0.09249891,chinese cuisine,0.123851255,0.102078,fork,0.17198029,0.12851238,shovel,0.14193688,0.097505435,interior,0.12139905,0.089125186,bucket,0.13616548,0.09524867
60,gargoyle,0.070598625,0.058516156,pinniped,0.07686118,0.068856746,squirrel nest,0.090220585,0.07636705,pinniped,0.090053394,0.08065547,dog park,0.09196748,0.08004929,tableware,0.14626762,0.11130146,knife,0.13770273,0.11192239,black pepper,0.09207094,0.07894729,egg case,0.12605126,0.09714944,cylindrical,0.18302003,0.12976755,medium-sized,0.128423,0.09206483,culinary preparation,0.1225889,0.10103758,teapot,0.17183407,0.1284031,veins,0.14145502,0.09717441,small mouth,0.11789551,0.08655307,patio,0.13575292,0.09496007
61,dragonfly nymph,0.07040058,0.058352,foam,0.07684454,0.068841845,matches,0.090192996,0.0763437,kangaroos,0.089449145,0.08011428,shaggy,0.0911256,0.079316504,condiment,0.14573841,0.11089878,cutting board,0.13756895,0.11181364,coffee,0.09158885,0.07853391,wasps,0.12551229,0.09673405,keg,0.18277809,0.12959602,hard shell,0.12798534,0.091751084,digestive system,0.12197974,0.10053552,cleaning kit,0.17120907,0.12793607,wok ring,0.13884409,0.0953808,footrest,0.11709152,0.08596281,loading dock,0.13520485,0.094576694
62,crab gauge,0.0703483,0.05830867,wingtip,0.07616532,0.068233356,pocket square,0.08990821,0.076102644,crow,0.08923842,0.07992556,camel,0.091108486,0.0793016,caramel,0.14492431,0.11027928,pressure gauge,0.13704973,0.11139164,probes,0.09140947,0.07838011,carbohydrate,0.12485196,0.09622513,drinkware,0.1787794,0.1267608,hand,0.1277433,0.09157756,segments,0.1215097,0.1001481,automobile,0.17091312,0.1277149,woodwind,0.13831584,0.09501792,waitstaff,0.11707196,0.08594845,air-filled,0.13410902,0.09381015
63,dinosaur,0.06844566,0.05673166,hen,0.075711146,0.06782648,wrist strap,0.089502685,0.07575938,vertebrate,0.087930575,0.07875419,buckeye,0.09034237,0.07863477,cheese wedge,0.14488229,0.1102473,scale,0.13669595,0.1111041,petri dishes,0.0912497,0.07824311,forks,0.12433285,0.09582504,dutch oven,0.17781737,0.1260787,apple,0.12732385,0.09127687,meal,0.12002361,0.098923266,cordless drill,0.16805878,0.125582,barbell,0.13820173,0.09493953,fishing boots,0.11688182,0.08580885,gas can,0.13303706,0.09306031
64,brake pad,0.06662543,0.05522295,arctic region,0.07274327,0.06516768,hair clips,0.08928799,0.075577654,talons,0.08790737,0.07873341,puzzle,0.090316474,0.07861224,carbohydrate,0.14420238,0.10972992,credit card,0.13621032,0.110709384,branches,0.09097272,0.07800561,chrysalis,0.1227453,0.09460148,pie dish,0.17715445,0.12560867,grayish-brown,0.1272937,0.09125526,carbohydrate,0.119927384,0.09884396,sled,0.1675322,0.12518853,performer,0.13787629,0.09471596,saloon,0.11645317,0.085494146,grain bin,0.13282469,0.092911765
65,lake,0.06599877,0.054703537,forewings,0.07247028,0.064923115,wrapper,0.08892385,0.07526943,penguin,0.087809674,0.07864591,red legs,0.08991769,0.07826513,wax,0.14379759,0.10942191,parking ticket,0.13585243,0.11041848,rodent.,0.090956375,0.0779916,chef's hat,0.12265104,0.09452884,gas tank,0.17555796,0.12447668,meal,0.12649934,0.0906858,flour,0.11985379,0.0987833,measuring cups,0.16726798,0.12499108,fishing reel,0.13779312,0.09465883,cartilaginous fish,0.11559752,0.08486598,column,0.13203104,0.0923566
66,bracket fungus,0.06583045,0.054564014,arctic hare,0.07022928,0.06291549,marmoset colony,0.08841874,0.07484189,black bill,0.0872906,0.078181,lion,0.08990913,0.07825768,smoothie,0.14321655,0.10897978,billiard chalk,0.13539937,0.11005026,tropical plants,0.090847194,0.077897966,crunchy,0.12194069,0.09398137,gas cylinder,0.17528576,0.12428369,instant camera,0.12644109,0.09064403,gastropod,0.11966981,0.09863167,watercraft,0.16672751,0.12458721,pie dish,0.13712737,0.09420147,living room,0.11505166,0.08446525,pot,0.13190456,0.09226812
67,warty,0.06546555,0.054261565,fisherman,0.069255725,0.062043335,pad,0.088174686,0.0746353,sea ice,0.08708227,0.077994406,athletic,0.08940322,0.07781733,plate,0.14312351,0.108908966,envelope,0.135293,0.109963804,beans,0.090720214,0.0777891,coleopteran,0.120983206,0.09324342,ladle,0.17483786,0.12396611,cashier,0.126202,0.09047262,marshmallows,0.11741807,0.096775785,food bowl,0.16641873,0.12435649,utensil,0.13708077,0.09416947,spool,0.11360866,0.08340586,concrete pad,0.1318829,0.092252985
68,wicket,0.0648784,0.053774912,sheep,0.06878493,0.06162157,ballistic panels,0.08797542,0.07446663,dog park,0.08526466,0.076366484,categories,0.08926388,0.077696055,jam,0.1423578,0.10832631,candy sticks,0.13520138,0.109889336,utensil holder,0.089964435,0.07714105,crab,0.120741144,0.09305686,teapot,0.17438023,0.123641655,covering,0.12616009,0.09044257,beak,0.11646788,0.09599264,tow hitch,0.16612434,0.12413649,mariachi band,0.13574532,0.09325206,salesperson,0.113124445,0.08305037,studio,0.131698,0.09212363
69,pressure,0.064699546,0.053626664,marine mammal,0.06849849,0.061364964,comb,0.087696835,0.07423082,animal feed,0.085246235,0.07634997,coop,0.08912252,0.07757302,titanium dioxide,0.1421216,0.10814657,numbers,0.13493875,0.109675854,wok ring,0.0899631,0.0771399,compound eyes,0.11895361,0.09167918,kitchenware,0.17354426,0.12304892,crab,0.12581646,0.09019624,wings,0.1164615,0.09598738,fuel,0.16575058,0.12385721,rolling pin,0.13555348,0.09312028,perch,0.11207638,0.082280934,living room,0.13163416,0.09207897
70,bass,0.06443955,0.053411163,black feathers,0.06643836,0.059519377,eraser holder,0.08766173,0.074201114,wolf,0.08492243,0.076059975,piglets,0.088760436,0.07725785,celebration,0.1408666,0.10719161,drill bit,0.13492742,0.10966668,gel,0.089918494,0.07710165,maggots,0.11845753,0.09129685,fertilizer,0.17236081,0.12220979,speaker,0.12577948,0.09016973,foam,0.1162709,0.09583029,concentrator,0.16573209,0.12384337,croquet hoop,0.1350961,0.09280607,candy stands,0.111143515,0.08159608,street furniture,0.13158575,0.092045106
71,ducks,0.0641634,0.053182285,fishing,0.06637362,0.05946138,wildlife observer,0.087473705,0.074041955,bird's leg,0.084453754,0.07564021,prairie dog,0.0884932,0.07702525,edible root,0.14022183,0.106700964,toothbrush,0.13369513,0.10866507,binder clip,0.08966708,0.07688609,scoop,0.11830288,0.09117764,soup,0.1721395,0.12205288,output device,0.12570369,0.0901154,crumb tray,0.11545138,0.095154844,applicator,0.16553977,0.12369969,performers,0.13465837,0.092505366,studio,0.11107087,0.081542745,decoration,0.13007772,0.09099022
72,lettuce,0.062602624,0.051888622,polar bear,0.06618806,0.05929514,switch,0.08711917,0.07374187,paddleboat,0.08357553,0.074853644,brown coat,0.08846718,0.0770026,flavors,0.1401575,0.10665201,ammunition,0.13357496,0.10856742,onion,0.08950162,0.076744184,comb,0.1176765,0.0906949,measuring cups,0.17105529,0.12128413,rock,0.12564796,0.090075456,cookbook,0.11370447,0.09371504,cooking oil,0.16521062,0.12345372,log basket,0.13382293,0.09193144,choir loft,0.11037505,0.08103191,hearth,0.12988636,0.090856366
73,gallinule,0.06253414,0.051831856,airplane,0.06574279,0.058896244,square,0.0865758,0.07328194,livestock,0.08294511,0.074289,nectar,0.08762056,0.07626569,foam,0.13888067,0.1056804,hair clips,0.13332272,0.10836239,baby,0.08933011,0.07659713,snack,0.117476195,0.09054053,pestle,0.17052719,0.1209097,eraser,0.12540011,0.08989777,buddhist symbols,0.11255954,0.09277139,sundial plate,0.16418636,0.122688346,pottery,0.13229243,0.09088005,wig stand,0.10951251,0.080398664,phone booth,0.12928846,0.09043814
74,lumpy,0.06165675,0.051104628,breadcrumbs,0.065420374,0.058607396,cd tray,0.086478606,0.07319967,aerodynamic,0.08187183,0.073327735,six legs,0.087552145,0.07620614,freezer,0.13840397,0.10531765,baseball bat,0.13310187,0.1081829,jungle,0.08878369,0.0761286,cephalon (head),0.11747562,0.09054007,flytrap,0.17045575,0.12085904,stapler,0.12534201,0.08985609,nest,0.11250711,0.09272818,meal,0.16362987,0.12227251,pestle,0.13208297,0.09073616,refectory,0.10920262,0.08017117,limbs,0.12924613,0.090408534
75,brim,0.060906846,0.050483063,large wings,0.0642866,0.05759169,money,0.08632216,0.07306723,wheat field,0.08159304,0.07307804,sow,0.08717807,0.07588055,milk,0.13823539,0.10518938,scorekeeper,0.13269466,0.10785193,strainer,0.087903306,0.07537371,carcass,0.11742024,0.090497404,cylinder,0.1694125,0.12011935,paleontologist,0.12512885,0.08970329,pie dish,0.10969148,0.09040754,trolley,0.16326231,0.121997856,bowl,0.13180265,0.0905436,poker,0.10872025,0.07981704,grapple claw,0.1291574,0.090346456
76,dragonfly egg,0.060852885,0.050438337,fishing gps,0.06291044,0.056358855,squirrel,0.08628588,0.07303654,cetacean,0.08142375,0.07292642,buffalo,0.086690456,0.07545612,texture,0.1375629,0.10467765,wrist rest,0.13152021,0.10689735,canopy,0.08786543,0.075341225,dragonfly,0.11738253,0.09046832,birdfeeder,0.1683943,0.119397394,microphone,0.12491299,0.08954854,pink,0.10910692,0.08992576,syrup dispenser,0.16326204,0.12199764,steamer basket,0.13031559,0.089522034,easel,0.10824107,0.079465255,periscope,0.12822434,0.089693785
77,hygrometer,0.060537696,0.050177086,aircraft,0.06267325,0.05614637,elephant,0.08619722,0.07296148,fox,0.08129041,0.07280699,aromatic,0.08647677,0.075270124,expiration date,0.13735884,0.104522385,stapler,0.13132733,0.10674058,funnel,0.08779679,0.075282365,crumb tray,0.11721484,0.090339094,shower caddy,0.16824302,0.11929014,backlight,0.12394324,0.08885336,basidiomycete,0.1090313,0.08986342,driver,0.16315056,0.121914335,wind instrument,0.13025519,0.089480534,fishing basket,0.10551471,0.07746369,fire extinguisher,0.12813082,0.08962836
78,camouflage,0.060527906,0.050168972,irregular,0.062441453,0.055938713,wicket,0.08609037,0.072871044,blue jay,0.081267156,0.07278616,sonar,0.086475134,0.0752687,tea,0.13608742,0.103554904,gps device,0.13103259,0.10650101,tassel,0.0873255,0.07487826,presentation,0.1168752,0.090077326,ketchup,0.16785625,0.1190159,touchpad,0.12359368,0.08860276,kneaded,0.10871221,0.089600444,vehicle,0.1631153,0.121888,baseball bat,0.12990052,0.089236885,office,0.105487235,0.07744351,sliding door,0.12765294,0.08929408
79,small head,0.059991945,0.049724743,bird's leg,0.062027983,0.055568304,tool set,0.08583106,0.07265154,animal,0.080131225,0.071768776,warmth,0.08627468,0.07509423,drink,0.13497815,0.10271081,accounting,0.13081723,0.106326,branch,0.08706179,0.07465212,kitchen tool,0.11664899,0.08990298,jars,0.16721016,0.1185578,navigation bar,0.12336329,0.0884376,vultures,0.10867392,0.08956887,control car,0.16301048,0.12180967,paddle,0.12964137,0.089058876,podium,0.105284266,0.077294506,bulb,0.12760147,0.08925809
80,head,0.059756618,0.049529687,webbed feet,0.061653715,0.05523301,headscarf,0.08553672,0.072402395,wingtip,0.07973584,0.07141465,four lobes,0.086175695,0.07500806,waitstaff,0.13451532,0.10235861,guitar strap,0.13062866,0.10617271,adjustable,0.08665034,0.07429934,saucer,0.11586858,0.08930153,utensil holder,0.16710642,0.118484244,handgun,0.12335487,0.08843155,pieces,0.10857977,0.08949126,removable plate,0.16252151,0.121444285,entertainment,0.12942047,0.08890713,cabinet,0.10492717,0.07703234,weight,0.12688418,0.08875634
81,leafy,0.059572563,0.049377136,planes,0.060500197,0.054199614,clues,0.08534285,0.0722383,bird bath,0.07824481,0.07007922,pontil,0.08612752,0.07496613,iceberg,0.1341324,0.10206724,sheet holder,0.12991309,0.10559111,pendant,0.08661463,0.07426871,recipe,0.11577938,0.08923276,drummer,0.16704127,0.118438065,storyline,0.123077355,0.088232614,heart,0.108057834,0.0890611,utility hookup,0.16227865,0.12126282,sealable lid,0.12907287,0.08866832,short legs,0.104593895,0.076787665,pomegranate tree,0.12670594,0.08863167
82,mud,0.05915637,0.049032163,white fur,0.059005648,0.052860714,hair tie,0.085242696,0.07215352,ungulate,0.07777558,0.069658965,competitor,0.08594403,0.07480642,salad,0.13336636,0.10148432,skis,0.12980367,0.10550217,areola,0.086556576,0.074218936,kitchenware,0.11575086,0.08921077,conker,0.166167,0.11781818,periscope,0.12255866,0.08786076,jam,0.107256904,0.08840099,whip,0.16212533,0.12114824,spare tire,0.12810744,0.08800512,screen,0.10413248,0.07644892,kennel,0.12656462,0.088532805
83,snail,0.059071444,0.048961774,coastline,0.05857957,0.05247901,bandana,0.08514034,0.07206689,bread,0.07700789,0.0689714,sound,0.085934475,0.07479811,mixture,0.1333461,0.1014689,calligraphy set,0.12964386,0.10537227,razors,0.08628182,0.07398334,ladle,0.115431294,0.08896449,waste,0.16530599,0.11720768,whistle,0.121373445,0.08701109,pincers,0.10697596,0.0881694,groomer,0.16179945,0.12090471,culture,0.12797405,0.087913476,audience,0.10380764,0.076210454,trashbarrel,0.1259944,0.08813392
84,petroglyphs,0.059048273,0.048942573,flyswatter,0.05724735,0.051285528,grill,0.084780276,0.0717621,birdwatchers,0.07550874,0.06762869,aroma,0.08590816,0.07477519,menu,0.13328901,0.10142545,weight indicator,0.1281651,0.10417035,bra,0.0862681,0.07397158,cephalothorax,0.11530626,0.08886813,lobster buoy,0.16520387,0.11713528,disaster,0.12120847,0.08689283,siren,0.10690364,0.08810982,service,0.16178992,0.120897606,gravy,0.12639973,0.08683199,bass,0.10284428,0.07550319,bulbous,0.12577549,0.087980784
85,face,0.058984924,0.04889006,feather,0.056819577,0.050902303,ticket,0.0841424,0.071222186,birdwatcher,0.0753872,0.06751983,deer,0.085887656,0.07475735,berries,0.13318515,0.10134643,card reader,0.12750156,0.10363105,suspension,0.08587997,0.07363876,salmon,0.11525033,0.08882502,stew,0.16473618,0.11680366,wristband,0.121086866,0.086805664,magnetic platter,0.10670088,0.087942705,transportation,0.16038528,0.11984797,lobster pound,0.12566793,0.08632927,reel,0.102236494,0.075056985,newel post,0.12525505,0.08761673
86,beaver dam,0.05884078,0.048770584,droopy,0.056747466,0.050837703,bible,0.08332937,0.070534006,carp,0.075267255,0.06741241,organism,0.0858385,0.074714564,berry,0.13249505,0.100821294,cue sticks,0.12748453,0.103617206,measuring spoon,0.08585423,0.0736167,bristles,0.11437074,0.088147104,citrus,0.16443774,0.11659205,barcode,0.121009976,0.08675053,seabird,0.10631987,0.08762866,sweeping,0.15983902,0.11943979,sauce,0.12553364,0.08623702,fishing sonar,0.10144258,0.074474126,safety cone,0.1251855,0.0875681
